ID,chemical_name,cas_rn,protected_cas_rn,DTXSID,PubChem_CID,InChI_string,InChIKey,smiles,S,S_unit,S_comment,S_AD,comment_compound,DTXSID_mixture_network
ID_2379,Cholesterol,57-88-5,CASRN_57-88-5,DTXSID3022401,5997,"InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1
",HVYWMOMLDIMFJA-DPAQBDIFSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,0.0949147568174436,mg/L,OPERA 2.7,1,n/a,n/a
ID_2380,Chromium,7440-47-3,CASRN_7440-47-3,DTXSID3031022,23976,"InChI=1S/Cr
",VYZAMTAEIAYCRO-UHFFFAOYSA-N,[Cr],n/a,n/a,n/a,n/a,Inorganic,n/a
ID_2381,6-Aminochrysene,2642-98-0,CASRN_2642-98-0,DTXSID70181017,17534,"InChI=1S/C18H13N/c19-18-11-17-13-6-2-1-5-12(13)9-10-15(17)14-7-3-4-8-16(14)18/h1-11H,19H2
",KIVUHCNVDWYUNP-UHFFFAOYSA-N,NC1=CC2=C(C=CC3=CC=CC=C23)C2=CC=CC=C12,0.1535176005281313,mg/L,OPERA 2.7,1,n/a,n/a
ID_2382,Chrysene,218-01-9,CASRN_218-01-9,DTXSID0022432,9171,"InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H
",WDECIBYCCFPHNR-UHFFFAOYSA-N,C1=CC=C2C(C=CC3=C2C=CC2=CC=CC=C32)=C1,0.0031513344530325,mg/L,OPERA 2.7,1,n/a,n/a
ID_2383,Cobalt,7440-48-4,CASRN_7440-48-4,DTXSID1031040,104730,"InChI=1S/Co
",GUTLYIVDDKVIGB-UHFFFAOYSA-N,[Co],n/a,n/a,n/a,n/a,Inorganic,n/a
ID_2384,Coronene,191-07-1,CASRN_191-07-1,DTXSID5047740,9115,"InChI=1S/C24H12/c1-2-14-5-6-16-9-11-18-12-10-17-8-7-15-4-3-13(1)19-20(14)22(16)24(18)23(17)21(15)19/h1-12H
",VPUGDVKSAQVFFS-UHFFFAOYSA-N,C1=CC2=C3C4=C1C=CC1=C4C4=C(C=C1)C=CC1=C4C3=C(C=C2)C=C1,1.341658837384634e-4,mg/L,OPERA 2.7,1,n/a,n/a
ID_2385,Cyanide,57-12-5,CASRN_57-12-5,DTXSID6023991,5975,"InChI=1S/CN/c1-2/q-1
",XFXPMWWXUTWYJX-UHFFFAOYSA-N,[C-]#N,531239.7958235649,mg/L,OPERA 2.7,1,Inorganic,n/a
ID_2386,Flucythrinate,70124-77-5,CASRN_70124-77-5,DTXSID0022301,50980,"InChI=1/C26H23F2NO4/c1-17(2)24(18-11-13-21(14-12-18)32-26(27)28)25(30)33-23(16-29)19-7-6-10-22(15-19)31-20-8-4-3-5-9-20/h3-15,17,23-24,26H,1-2H3
",GBIHOLCMZGAKNG-UHFFFAOYSA-N,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1,0.1215147217928884,mg/L,OPERA 2.7,1,n/a,n/a
ID_2387,Fenpropathrin,39515-41-8,CASRN_39515-41-8,DTXSID0024002,47326,"InChI=1/C22H23NO3/c1-21(2)19(22(21,3)4)20(24)26-18(14-23)15-9-8-12-17(13-15)25-16-10-6-5-7-11-16/h5-13,18-19H,1-4H3
",XQUXKZZNEFRCAW-UHFFFAOYSA-N,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,0.0747068092934765,mg/L,OPERA 2.7,1,n/a,n/a
ID_2388,Deltamethrin,52820-00-5,CASRN_52820-00-5,DTXSID8041822,2982,"InChI=1/C22H19Br2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3
",OWZREIFADZCYQD-UHFFFAOYSA-N,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,9.407375939648996e-4,mg/L,OPERA 2.7,1,n/a,n/a
ID_2389,Cypermethrin,52315-07-8,CASRN_52315-07-8,DTXSID1023998,2912,"InChI=1/C22H19Cl2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3
",KAATUXNTWXVJKI-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,0.01477088139379374,mg/L,OPERA 2.7,1,n/a,n/a
ID_2390,Cyhalothrin,68085-85-8,CASRN_68085-85-8,DTXSID6023997,5281873,"InChI=1/C23H19ClF3NO3/c1-22(2)17(12-19(24)23(25,26)27)20(22)21(29)31-18(13-28)14-7-6-10-16(11-14)30-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3/b19-12-
",ZXQYGBMAQZUVMI-UNOMPAQXSA-N,CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,9.84164566533706e-4,mg/L,OPERA 2.7,1,n/a,n/a
ID_2391,tau-Fluvalinate,102851-06-9,CASRN_102851-06-9,DTXSID7037555,91768,"InChI=1S/C26H22ClF3N2O3/c1-16(2)24(32-22-12-11-18(14-21(22)27)26(28,29)30)25(33)35-23(15-31)17-7-6-10-20(13-17)34-19-8-4-3-5-9-19/h3-14,16,23-24,32H,1-2H3/t23?,24-/m1/s1
",INISTDXBRIBGOC-XMMISQBUSA-N,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,0.00240712646030901,mg/L,OPERA 2.7,1,n/a,n/a
ID_2392,Fluvalinate,69409-94-5,CASRN_69409-94-5,DTXSID7024110,50516,"InChI=1/C26H22ClF3N2O3/c1-16(2)24(32-22-12-11-18(14-21(22)27)26(28,29)30)25(33)35-23(15-31)17-7-6-10-20(13-17)34-19-8-4-3-5-9-19/h3-14,16,23-24,32H,1-2H3
",INISTDXBRIBGOC-UHFFFAOYSA-N,CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,0.00240712646030901,mg/L,OPERA 2.7,1,n/a,n/a
ID_2393,Cyfluthrin,68359-37-5,CASRN_68359-37-5,DTXSID5035957,104926,"InChI=1/C22H18Cl2FNO3/c1-22(2)15(11-19(23)24)20(22)21(27)29-18(12-26)13-8-9-16(25)17(10-13)28-14-6-4-3-5-7-14/h3-11,15,18,20H,1-2H3
",QQODLKZGRKWIFG-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,0.00293616075382983,mg/L,OPERA 2.7,1,n/a,n/a
ID_2394,Flumethrin,69770-45-2,CASRN_69770-45-2,DTXSID8058166,91702,"InChI=1/C28H22Cl2FNO3/c1-28(2)21(15-22(30)17-8-11-19(29)12-9-17)26(28)27(33)35-25(16-32)18-10-13-23(31)24(14-18)34-20-6-4-3-5-7-20/h3-15,21,25-26H,1-2H3
",YXWCBRDRVXHABN-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)C2=CC=C(Cl)C=C2)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=C(F)C=C1,194.04486598805124,mg/L,OPERA 2.7,1,n/a,n/a
ID_2395,"1,5,9-Cyclododecatriene",4904-61-4,CASRN_4904-61-4,DTXSID8027581,12668,"InChI=1S/C12H18/c1-2-4-6-8-10-12-11-9-7-5-3-1/h1-2,7-10H,3-6,11-12H2
",ZOLLIQAKMYWTBR-UHFFFAOYSA-N,C1CC=CCCC=CCCC=C1,1.2596627709803747,mg/L,OPERA 2.7,1,n/a,n/a
ID_2396,Cyclododecanone,830-13-7,CASRN_830-13-7,DTXSID3027322,13246,"InChI=1S/C12H22O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h1-11H2
",SXVPOSFURRDKBO-UHFFFAOYSA-N,O=C1CCCCCCCCCCC1,34.73788271097255,mg/L,OPERA 2.7,1,n/a,n/a
ID_2397,Velvione,37609-25-9,CASRN_37609-25-9,DTXSID8047139,162268,"InChI=1S/C16H28O/c17-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-16/h6,8H,1-5,7,9-15H2
",ABRIMXGLNHCLIP-UHFFFAOYSA-N,O=C1CCCCCCCCCCC=CCCC1,12.991091303906863,mg/L,OPERA 2.7,1,n/a,n/a
ID_2398,Cyclohexylamine,108-91-8,CASRN_108-91-8,DTXSID1023996,7965,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2
",PAFZNILMFXTMIY-UHFFFAOYSA-N,NC1CCCCC1,991770,mg/L,OPERA 2.7,1,n/a,n/a
ID_2399,Cyclohexylphenylketone,712-50-5,CASRN_712-50-5,DTXSID5048182,12837,"InChI=1S/C13H16O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1,3-4,7-8,12H,2,5-6,9-10H2
",BMFYCFSWWDXEPB-UHFFFAOYSA-N,O=C(C1CCCCC1)C1=CC=CC=C1,163.9763150810313,mg/L,OPERA 2.7,1,n/a,n/a
ID_2400,Cyclamic acid,100-88-9,CASRN_100-88-9,DTXSID5041809,139063605,"InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)
",HCAJEUSONLESMK-UHFFFAOYSA-N,OS(=O)(=O)NC1CCCCC1,149077.0206947317,mg/L,OPERA 2.7,1,n/a,n/a
ID_2401,Cyclopenta[cd]pyren-3[4H]-one,69795-70-6,CASRN_69795-70-6,DTXSID30990046,149464,"InChI=1S/C18H10O/c19-15-9-13-8-12-3-1-2-10-4-5-11-6-7-14(15)17(13)18(11)16(10)12/h1-8H,9H2
",SWEWVKNBZYILAE-UHFFFAOYSA-N,O=C1CC2=CC3=CC=CC4=C3C3=C(C=CC1=C23)C=C4,0.23137273876351563,mg/L,OPERA 2.7,1,n/a,n/a
ID_2402,Ancymidol,12771-68-5,CASRN_12771-68-5,DTXSID2034338,25572,"InChI=1/C15H16N2O2/c1-19-14-6-4-12(5-7-14)15(18,11-2-3-11)13-8-16-10-17-9-13/h4-11,18H,2-3H2,1H3
",HUTDUHSNJYTCAR-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1,643.8090518280628,mg/L,OPERA 2.7,1,n/a,n/a
ID_2403,Cyclopropyl 4-methoxyphenyl ketone,06.03.7152,CASRN_7152-03-6,DTXSID7064576,81580,"InChI=1S/C11H12O2/c1-13-10-6-4-9(5-7-10)11(12)8-2-3-8/h4-8H,2-3H2,1H3
",YKZSVEVTRUSPOQ-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(=O)C1CC1,2270.0889475160566,mg/L,OPERA 2.7,1,n/a,n/a
ID_2404,Decahydronaphthalene,91-17-8,CASRN_91-17-8,DTXSID1024912,7044,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2
",NNBZCPXTIHJBJL-UHFFFAOYSA-N,C1CCC2CCCCC2C1,1.7008957863989491,mg/L,OPERA 2.7,1,n/a,n/a
ID_2405,1-Decanesulfonic acid,20283-21-0,CASRN_20283-21-0,DTXSID50174144,49957,"InChI=1S/C10H22O3S/c1-2-3-4-5-6-7-8-9-10-14(11,12)13/h2-10H2,1H3,(H,11,12,13)
",KVGOXGQSTGQXDD-UHFFFAOYSA-N,CCCCCCCCCCS(O)(=O)=O,1016.2898807897136,mg/L,OPERA 2.7,1,n/a,n/a
ID_2406,Decylsulfate,142-98-3,CASRN_142-98-3,DTXSID8042428,57483170,"InChI=1S/C10H22O4S/c1-2-3-4-5-6-7-8-9-10-14-15(11,12)13/h2-10H2,1H3,(H,11,12,13)
",CSMFSDCPJHNZRY-UHFFFAOYSA-N,CCCCCCCCCCOS(O)(=O)=O,3525.306932360105,mg/L,OPERA 2.7,1,n/a,n/a
ID_2407,"Dibenz[a,j]acridine",224-42-0,CASRN_224-42-0,DTXSID4059758,9177,"InChI=1S/C21H13N/c1-3-7-16-14(5-1)9-11-20-18(16)13-19-17-8-4-2-6-15(17)10-12-21(19)22-20/h1-13H
",ANUCHZVCBDOPOX-UHFFFAOYSA-N,C1=CC=C2C(C=CC3=NC4=C(C=C23)C2=CC=CC=C2C=C4)=C1,0.0011644912731737,mg/L,OPERA 2.7,0,n/a,n/a
ID_2408,"Dibenzo(a,e)pyrene",192-65-4,CASRN_192-65-4,DTXSID3052690,9126,"InChI=1S/C24H14/c1-2-8-17-16(6-1)14-22-19-10-4-3-9-18(19)20-11-5-7-15-12-13-21(17)24(22)23(15)20/h1-14H
",KGHMWBNEMFNJFZ-UHFFFAOYSA-N,C1=CC2=CC3=C4C(C=CC5=C4C(=CC=C5)C4=C3C=CC=C4)=C2C=C1,0.00186443530282867,mg/L,OPERA 2.7,1,n/a,n/a
ID_2409,Chlorodibromomethane,124-48-1,CASRN_124-48-1,DTXSID1020300,31296,"InChI=1S/CHBr2Cl/c2-1(3)4/h1H
",GATVIKZLVQHOMN-UHFFFAOYSA-N,ClC(Br)Br,2622.089847684892,mg/L,OPERA 2.7,1,n/a,n/a
ID_2410,Dibromomethane,74-95-3,CASRN_74-95-3,DTXSID4021557,3024,"InChI=1S/CH2Br2/c2-1-3/h1H2
",FJBFPHVGVWTDIP-UHFFFAOYSA-N,BrCBr,11752.688402726517,mg/L,OPERA 2.7,1,n/a,n/a
ID_2411,Dibutyl chlorendate,1770-80-5,CASRN_1770-80-5,DTXSID1051802,221178,"InChI=1/C17H20Cl6O4/c1-3-5-7-26-13(24)9-10(14(25)27-8-6-4-2)16(21)12(19)11(18)15(9,20)17(16,22)23/h9-10H,3-8H2,1-2H3
",UJAHPBDUQZFDLA-UHFFFAOYSA-N,CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,89.09891156059018,mg/L,OPERA 2.7,1,n/a,n/a
ID_2412,"1,2-Benzenedicarboxylic acid, 1,2-Dibutyl ester",84-74-2,CASRN_84-74-2,DTXSID2021781,3026,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3
",DOIRQSBPFJWKBE-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,11.081233470922475,mg/L,OPERA 2.7,1,n/a,n/a
ID_2413,Dibutyl sebacate,109-43-3,CASRN_109-43-3,DTXSID1041847,7986,"InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3
",PYGXAGIECVVIOZ-UHFFFAOYSA-N,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,39.58892385452647,mg/L,OPERA 2.7,1,n/a,n/a
ID_2414,Di-n-butyl phosphate,107-66-4,CASRN_107-66-4,DTXSID3040728,7881,"InChI=1S/C8H19O4P/c1-3-5-7-11-13(9,10)12-8-6-4-2/h3-8H2,1-2H3,(H,9,10)
",JYFHYPJRHGVZDY-UHFFFAOYSA-N,CCCCOP(O)(=O)OCCCC,17086.510280285525,mg/L,OPERA 2.7,1,n/a,n/a
ID_2415,Dibutyltin dichloride,683-18-1,CASRN_683-18-1,DTXSID8027292,101668000,"InChI=1S/2C4H9.2ClH.Sn/c2*1-3-4-2;;;/h2*1,3-4H2,2H3;2*1H;/q;;;;+2/p-2
",RJGHQTVXGKYATR-UHFFFAOYSA-L,CCCC[Sn](Cl)(Cl)CCCC,n/a,n/a,n/a,n/a,Organometallics,n/a
ID_2416,Dibutyltin hydride,1002-53-5,CASRN_1002-53-5,DTXSID60872503,6513,"InChI=1S/2C4H9.Sn.2H/c2*1-3-4-2;;;/h2*1,3-4H2,2H3;;;
",WCRDXYSYPCEIAK-UHFFFAOYSA-N,[H][Sn]([H])(CCCC)CCCC,n/a,n/a,n/a,n/a,Organometallics,n/a
ID_2417,Dichlorodiphenylstannane,1135-99-5,CASRN_1135-99-5,DTXSID7074458,101686451,"InChI=1S/2C6H5.2ClH.Sn/c2*1-2-4-6-5-3-1;;;/h2*1-5H;2*1H;/q;;;;+2/p-2
",ISXUHJXWYNONDI-UHFFFAOYSA-L,Cl[Sn](Cl)(C1=CC=CC=C1)C1=CC=CC=C1,n/a,n/a,n/a,n/a,Organometallics,n/a
ID_2418,Dichloromethane,75-09-2,CASRN_75-09-2,DTXSID0020868,6344,"InChI=1S/CH2Cl2/c2-1-3/h1H2
",YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,15102.927029460574,mg/L,OPERA 2.7,1,n/a,n/a
ID_2419,Dicyclohexylphthalate,84-61-7,CASRN_84-61-7,DTXSID5025021,6777,"InChI=1S/C20H26O4/c21-19(23-15-9-3-1-4-10-15)17-13-7-8-14-18(17)20(22)24-16-11-5-2-6-12-16/h7-8,13-16H,1-6,9-12H2
",VOWAEIGWURALJQ-UHFFFAOYSA-N,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,3.972570235440241,mg/L,OPERA 2.7,1,n/a,n/a
ID_2420,Thiophanate,23564-06-9,CASRN_23564-06-9,DTXSID3034531,3032792,"InChI=1S/C14H18N4O4S2/c1-3-21-13(19)17-11(23)15-9-7-5-6-8-10(9)16-12(24)18-14(20)22-4-2/h5-8H,3-4H2,1-2H3,(H2,15,17,19,23)(H2,16,18,20,24)
",YFNCATAIYKQPOO-UHFFFAOYSA-N,CCOC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OCC)C=CC=C1,64.3750939001919,mg/L,OPERA 2.7,1,n/a,n/a
ID_2421,Mefenpyr-diethyl,135590-91-9,CASRN_135590-91-9,DTXSID6037564,10937610,"InChI=1/C16H18Cl2N2O4/c1-4-23-14(21)12-9-16(3,15(22)24-5-2)20(19-12)13-7-6-10(17)8-11(13)18/h6-8H,4-5,9H2,1-3H3
",OPGCOAPTHCZZIW-UHFFFAOYSA-N,CCOC(=O)C1=NN(C2=C(Cl)C=C(Cl)C=C2)C(C)(C1)C(=O)OCC,20.04363773592696,mg/L,OPERA 2.7,1,n/a,n/a
ID_2422,Malathion,121-75-5,CASRN_121-75-5,DTXSID4020791,4004,"InChI=1/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3
",JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,144.2030051805389,mg/L,OPERA 2.7,1,n/a,n/a
ID_2423,Malaoxon,1634-78-2,CASRN_1634-78-2,DTXSID9020790,15415,"InChI=1/C10H19O7PS/c1-5-16-9(11)7-8(10(12)17-6-2)19-18(13,14-3)15-4/h8H,5-7H2,1-4H3
",WSORODGWGUUOBO-UHFFFAOYSA-N,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,7539.291981186355,mg/L,OPERA 2.7,1,n/a,n/a
ID_2424,Paraoxon,311-45-5,CASRN_311-45-5,DTXSID6024046,9395,"InChI=1S/C10H14NO6P/c1-3-15-18(14,16-4-2)17-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3
",WYMSBXTXOHUIGT-UHFFFAOYSA-N,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,2396.865670651435,mg/L,OPERA 2.7,1,n/a,n/a
ID_2425,Diazoxon,962-58-3,CASRN_962-58-3,DTXSID5037523,13754,"InChI=1S/C12H21N2O4P/c1-6-16-19(15,17-7-2)18-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3
",VBLJFQYCTRKKKF-UHFFFAOYSA-N,CCOP(=O)(OCC)OC1=NC(=NC(C)=C1)C(C)C,269.0422828509599,mg/L,OPERA 2.7,1,n/a,n/a
ID_2426,Thiophanate-methyl,23564-05-8,CASRN_23564-05-8,DTXSID1024338,3032791,"InChI=1S/C12H14N4O4S2/c1-19-11(17)15-9(21)13-7-5-3-4-6-8(7)14-10(22)16-12(18)20-2/h3-6H,1-2H3,(H2,13,15,17,21)(H2,14,16,18,22)
",QGHREAKMXXNCOA-UHFFFAOYSA-N,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,62.30473769794719,mg/L,OPERA 2.7,1,n/a,n/a
ID_2427,Trichlorfon,52-68-6,CASRN_52-68-6,DTXSID0021389,5853,"InChI=1/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3
",NFACJZMKEDPNKN-UHFFFAOYSA-N,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,132025.90608089705,mg/L,OPERA 2.7,1,n/a,n/a
ID_2428,Azadirachtin,11141-17-6,CASRN_11141-17-6,DTXSID0037497,5281303,"InChI=1S/C35H44O16/c1-8-15(2)24(38)49-18-12-19(48-16(3)36)32(26(39)43-6)13-46-21-22(32)31(18)14-47-34(42,27(40)44-7)25(31)29(4,23(21)37)35-20-11-17(30(35,5)51-35)33(41)9-10-45-28(33)50-20/h8-10,17-23,25,28,37,41-42H,11-14H2,1-7H3/b15-8+/t17-,18+,19-,20+,21-,22-,23-,25+,28+,29-,30+,31+,32+,33+,34+,35+/m1/s1
",FTNJWQUOZFUQQJ-NDAWSKJSSA-N,[H][C@@]12OC=C[C@]1(O)[C@@H]1C[C@H](O2)[C@]2(O[C@@]12C)[C@]1(C)[C@H](O)[C@]2([H])OC[C@@]3([C@@H](C[C@H](OC(=O)C(\C)=C\C)[C@@]4(CO[C@](O)(C(=O)OC)[C@@]14[H])[C@@]23[H])OC(C)=O)C(=O)OC,n/a,n/a,n/a,0,n/a,n/a
ID_2429,Monocrotophos,6923-22-4,CASRN_6923-22-4,DTXSID9034816,5371562,"InChI=1S/C7H14NO5P/c1-6(5-7(9)8-2)13-14(10,11-3)12-4/h5H,1-4H3,(H,8,9)/b6-5+
",KRTSDMXIXPKRQR-AATRIKPKSA-N,CNC(=O)\C=C(/C)OP(=O)(OC)OC,930306.559621574,mg/L,OPERA 2.7,1,n/a,n/a
ID_2430,Nifedipine,21829-25-4,CASRN_21829-25-4,DTXSID2025715,4485,"InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3
",HYIMSNHJOBLJNT-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,6.018682012282302,mg/L,OPERA 2.7,1,n/a,n/a
ID_2431,Fenthion oxon,01.12.6552,CASRN_6552-12-1,DTXSID1041974,23046,"InChI=1S/C10H15O4PS/c1-8-7-9(5-6-10(8)16-4)14-15(11,12-2)13-3/h5-7H,1-4H3
",ZNRZGJAHNMGWQN-UHFFFAOYSA-N,COP(=O)(OC)OC1=CC(C)=C(SC)C=C1,114.48064216330596,mg/L,OPERA 2.7,1,n/a,n/a
ID_2432,Methylparaoxon,950-35-6,CASRN_950-35-6,DTXSID5037571,13708,"InChI=1S/C8H10NO6P/c1-13-16(12,14-2)15-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3
",BAFQDKPJKOLXFZ-UHFFFAOYSA-N,COP(=O)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,939.6114797485247,mg/L,OPERA 2.7,1,n/a,n/a
ID_2433,Dimethyl phthalate,131-11-3,CASRN_131-11-3,DTXSID3022455,8554,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3
",NIQCNGHVCWTJSM-UHFFFAOYSA-N,COC(=O)C1=C(C=CC=C1)C(=O)OC,3964.769245235973,mg/L,OPERA 2.7,1,n/a,n/a
ID_2434,Dimethyl terephthalate,120-61-6,CASRN_120-61-6,DTXSID0020498,8441,"InChI=1S/C10H10O4/c1-13-9(11)7-3-5-8(6-4-7)10(12)14-2/h3-6H,1-2H3
",WOZVHXUHUFLZGK-UHFFFAOYSA-N,COC(=O)C1=CC=C(C=C1)C(=O)OC,19.87091729990304,mg/L,OPERA 2.7,1,n/a,n/a
ID_2435,Dimethyl sulfate,77-78-1,CASRN_77-78-1,DTXSID5024055,6497,"InChI=1S/C2H6O4S/c1-5-7(3,4)6-2/h1-2H3
",VAYGXNSJCAHWJZ-UHFFFAOYSA-N,COS(=O)(=O)OC,112413.48082680932,mg/L,OPERA 2.7,1,n/a,n/a
ID_2436,"Dinonyl cyclohexane-1,2-dicarboxylate",331673-15-5,CASRN_331673-15-5,DTXSID70274054,12151622,"InChI=1/C26H48O4/c1-3-5-7-9-11-13-17-21-29-25(27)23-19-15-16-20-24(23)26(28)30-22-18-14-12-10-8-6-4-2/h23-24H,3-22H2,1-2H3
",GGLHXZYMYYBBHT-UHFFFAOYSA-N,CCCCCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCCCC,8.280327068008502,mg/L,OPERA 2.7,1,Related compound of mixture,DTXSID8047395
ID_2437,Distearyl thiodipropionate,693-36-7,CASRN_693-36-7,DTXSID3027299,12738,"InChI=1S/C42H82O4S/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-37-45-41(43)35-39-47-40-36-42(44)46-38-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-40H2,1-2H3
",PWWSSIYVTQUJQQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,0.05426612201165878,mg/L,OPERA 2.7,0,n/a,n/a
ID_2438,Di-n-octyl phthalate,117-84-0,CASRN_117-84-0,DTXSID1021956,8346,"InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3
",MQIUGAXCHLFZKX-UHFFFAOYSA-N,CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC,0.02146308818573294,mg/L,OPERA 2.7,1,n/a,n/a
ID_2439,Dioctyltin-cation,15231-44-4,CASRN_15231-44-4,DTXSID101017140,100957579,"InChI=1S/2C8H17.Sn.2H/c2*1-3-5-7-8-6-4-2;;;/h2*1,3-8H2,2H3;;;
",HGQSXVKHVMGQRG-UHFFFAOYSA-N,CCCCCCCC[Sn]CCCCCCCC,n/a,n/a,n/a,n/a,Organometallics,n/a
ID_2440,Diphenyl phthalate,84-62-8,CASRN_84-62-8,DTXSID3021778,6778,"InChI=1S/C20H14O4/c21-19(23-15-9-3-1-4-10-15)17-13-7-8-14-18(17)20(22)24-16-11-5-2-6-12-16/h1-14H
",DWNAQMUDCDVSLT-UHFFFAOYSA-N,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,0.08372879493240729,mg/L,OPERA 2.7,1,n/a,n/a
