ID,chemical_name,DTXSID,PubChem_CID,InChIKey,FISH_ACUTE_LC50_IRFMN_RECALCULATED,FISH_ACUTE_LC50_IRFMN_RECALCULATED_UNIT,FISH_ACUTE_LC50_IRFMN_RELIABILTY,FISH_ACUTE_LC50_IRFMN_RECALCULATED_S_AD,FISH_S_AD_COMMENT,FISH_ECOTOXDB_P5,FISH_ECOTOXDB_P5_UNIT,FISH_ECOTOXDB_GEOMEAN,FISH_ECOTOXDB_GEOMEAN_UNIT,FISH_ECOTOXDB_P5_S_AD,FISH_ECOTOXDB_GEOMEAN_S_AD,FISH_ECOTOXDB_S_AD_COMMENT,FISH_ECOTOXDB_datapoints
ID_2955,"N-Benzyl-N,N-Dimethyl-tetradecylammonium",DTXSID4046606,177843,YLPZVNXGKBIJBW-UHFFFAOYSA-M,1.4,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2956,Antazoline,DTXSID3022613,2200,REYFJDPCWQRWAA-UHFFFAOYSA-N,2.371,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2957,Histapyrrodine,DTXSID20197764,68122,MXHODDGKGSGCDI-UHFFFAOYSA-N,1.159,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2958,Buturon,DTXSID5041699,19587,BYYMILHAKOURNM-UHFFFAOYSA-N,1.349,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2959,N-Butylbenzenesulfonamide,DTXSID7027540,19241,IPRJXAGUEGOFGG-UHFFFAOYSA-N,21.15,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2960,Neburon,DTXSID4042200,11145,CCGPUGMWYLICGL-UHFFFAOYSA-N,1.311,mg/L,LOW,3,"OPERA 2.7, QSARr",0.32,mg/L,0.32,mg/L,3,3,"OPERA 2.7, QSARr",3
ID_2961,Guanylurea,DTXSID3043811,135566122,SQSPRWMERUQXNE-UHFFFAOYSA-N,31.24,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2962,N-Carbamoyl-2-(propan-2-yl)pent-4-enamide,DTXSID00862125,10715,KSUUMAWCGDNLFK-UHFFFAOYSA-N,20.77,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2963,Cimetidine,DTXSID4020329,2756,AQIXAKUUQRKLND-UHFFFAOYSA-N,4.312,mg/L,LOW,3,"OPERA 2.7, QSARr",100,mg/L,100,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_2964,N-Cyclohexyl-2-benzothiazole-amine,DTXSID50891506,591790,UPWPIFMHSFSVLE-UHFFFAOYSA-N,1.423,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2965,Dicyclohexylamine,DTXSID6025018,7582,XBPCUCUWBYBCDP-UHFFFAOYSA-N,6.562,mg/L,EXPERIMENTAL,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2966,"3-cyclohexyl-1,1-dimethylurea",DTXSID60404681,4594662,PZWXYRDNQYUIIU-UHFFFAOYSA-N,31.1,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2967,N-Cyclohexyl-N-methylcyclohexanamine,DTXSID6044727,24210,GSCCALZHGUWNJW-UHFFFAOYSA-N,1.261,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2968,3-phenyl-1-cyclohexylurea,DTXSID90877268,13451,WPLYTRWMCWBZEN-UHFFFAOYSA-N,5.638,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2969,Cycluron,DTXSID8041824,16554,DQZCVNGCTZLGAQ-UHFFFAOYSA-N,22.35,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2970,Didecyldimethylammonium,DTXSID0048004,16958,JGFDZZLUDWMUQH-UHFFFAOYSA-N,1.647,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2971,Didecyldimethylammonium chloride,DTXSID9032537,23558,RUPBZQFQVRMKDG-UHFFFAOYSA-M,1.647,mg/L,LOW,0,"OPERA 2.7, QSARr",0.339,mg/L,0.8915,mg/L,0,0,"OPERA 2.7, QSARr",44
ID_2972,Dodecylguanidine hydrochloride,DTXSID0035954,129631616,CGMKPKRNUNDACU-UHFFFAOYSA-N,1.106,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2973,2-Perfluorooctylsulfonyl-N-ethylaminoethyl alcohol,DTXSID6027426,74322,HUFHNYZNTFSKCT-UHFFFAOYSA-N,2.195,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2974,N-Ethylperfluorooctanesulfonamide,DTXSID1032646,77797,CCEKAJIANROZEO-UHFFFAOYSA-N,1.079,mg/L,LOW,0,"OPERA 2.7, QSARr",0.1995,mg/L,18.4,mg/L,3,0,"OPERA 2.7, QSARr",11
ID_2975,Fenfluramine,DTXSID4023044,3337,DBGIVFWFUFKIQN-UHFFFAOYSA-N,3.43,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2976,Desethyl-napropamide,DTXSID70589897,17650443,ZYSGLIDSUFDSLC-UHFFFAOYSA-N,3.44,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2977,N-Ethyl-o-toluenesulfonamide,DTXSID5052416,14110,NATWUQFQFMZVMT-UHFFFAOYSA-N,27.46,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2978,Tropicamide,DTXSID8045220,5593,BGDKAVGWHJFAGW-UHFFFAOYSA-N,5.335,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2979,N-Ethyl-3-methylbenzamide,DTXSID50181313,93103,FPINATACRXASTP-UHFFFAOYSA-N,25.14,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2980,"Benzamide, N-ethyl-4-methoxy-",DTXSID30224838,81897,KIOWCVBPJXEJLN-UHFFFAOYSA-N,29.71,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2981,Ethyl-tosylamide,DTXSID5025310,6637,OHPZPBNDOVQJMH-UHFFFAOYSA-N,33.03,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2982,N-Ethylaniline,DTXSID1025271,7670,OJGMBLNIHDZDGS-UHFFFAOYSA-N,48.52,mg/L,EXPERIMENTAL,3,"OPERA 2.7, QSARr",34.9,mg/L,48.4,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_2983,Crotamiton,DTXSID6040664,2883,DNTGGZPQPQTDQF-UHFFFAOYSA-N,10.19,mg/L,EXPERIMENTAL,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2984,N-Nitrosofenfluramine,DTXSID20891492,101196224,JVGWNJLSTCQSCZ-UHFFFAOYSA-N,2.212,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2985,N-Nitroso-N-methylethylamine,DTXSID6021036,25418,RTDCJKARQCRONF-UHFFFAOYSA-N,7.001,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2986,Nickel,DTXSID2020925,935,PXHVJJICTQNCMI-UHFFFAOYSA-N,n/a,n/a,n/a,n/a,n/a,1.444,mg/L,9.384,mg/L,n/a,n/a,n/a,13
ID_2987,Nitric acid,DTXSID5029685,944,GRYLNZFGIOXLOG-UHFFFAOYSA-N,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2988,Nitrobenzene,DTXSID3020964,7416,LQNUZADURLCDLV-UHFFFAOYSA-N,27.54,mg/L,GOOD,3,"OPERA 2.7, QSARr",11.86,mg/L,79.57,mg/L,3,3,"OPERA 2.7, QSARr",32
ID_2989,N-Methyl-2-[(2-methylphenyl)(phenyl)methoxy]ethan-1-amine,DTXSID50864578,25315,PNYKGCPSFKLFKA-UHFFFAOYSA-N,4.034,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2990,Fluoxetine,DTXSID7023067,3386,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,1.145,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2991,N-Methylaniline,DTXSID9021841,7515,AFBPFSWMIHJQDM-UHFFFAOYSA-N,51.12,mg/L,EXPERIMENTAL,3,"OPERA 2.7, QSARr",7.661,mg/L,16.63,mg/L,3,3,"OPERA 2.7, QSARr",5
ID_2992,N-Methylbenzenesulfonamide,DTXSID0063731,78858,SVDVKEBISAOWJT-UHFFFAOYSA-N,34.41,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2993,N-Methyldodecylamine,DTXSID90223387,81746,OMEMQVZNTDHENJ-UHFFFAOYSA-N,1.287,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2994,Propanthelin,DTXSID6047230,4934,VVWYOYDLCMFIEM-UHFFFAOYSA-N,2.925,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2995,Selegiline,DTXSID6023575,26757,MEZLKOACVSPNER-GFCCVEGCSA-N,2.912,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2996,N-Methyl-N-[(2R)-1-phenylpropan-2-yl]prop-2-yn-1-amine N-oxide (R-Deprenyl N-Oxide),DTXSID70747511,71315563,IVFPCTFUZXEDKP-PUODRLBUSA-N,13.95,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2997,N-methyl-N-[3-phenyl-3-(pyridin-2-yl)propyl]acetamide,DTXSID80891594,524050,VLRZUFDFIGKGCN-UHFFFAOYSA-N,5.035,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2998,Isoproturon-monodemethyl,DTXSID90891449,182167,DOULWWSSZVEPIN-UHFFFAOYSA-N,20.33,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_2999,N-Methyl-N'-nitroguanidine,DTXSID70195230,135542472,XCXKNNGWSDYMMS-UHFFFAOYSA-N,18.88,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3000,Dinotefuran,DTXSID7034549,135418283,YKBZOVFACRVRJN-UHFFFAOYSA-N,27.19,mg/L,LOW,3,"OPERA 2.7, QSARr",55.56,mg/L,86.23,mg/L,3,3,"OPERA 2.7, QSARr",5
ID_3001,N-Methylacetanilide,DTXSID8060373,11364,LMTGCJANOQOGPI-UHFFFAOYSA-N,22.42,mg/L,GOOD,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3002,Nitroguanidine,DTXSID4024222,11174,IDCPFAYURAQKDZ-UHFFFAOYSA-N,14.71,mg/L,LOW,3,"OPERA 2.7, QSARr",555,mg/L,1300,mg/L,3,3,"OPERA 2.7, QSARr",4
ID_3003,Perfluorodecanoic acid,DTXSID3031860,9555,PCIUEQPBYFRTEM-UHFFFAOYSA-N,1.464,mg/L,LOW,3,"OPERA 2.7, QSARr",32,mg/L,32,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_3005,Perfluorononanesulfonic acid | PFNS,DTXSID8071356,86998,MNEXVZFQQPKDHC-UHFFFAOYSA-N,1.856,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3006,Perfluorobutanesulfonate,DTXSID60873015,3741048,JGTNAGYHADQMCM-UHFFFAOYSA-M,9.396,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3007,Perfluorobutanesulfonic acid,DTXSID5030030,67815,JGTNAGYHADQMCM-UHFFFAOYSA-N,9.396,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3008,Perfluoropentanoic acid,DTXSID6062599,75921,CXZGQIAOTKWCDB-UHFFFAOYSA-N,21.26,mg/L,LOW,3,"OPERA 2.7, QSARr",31.8,mg/L,31.8,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_3009,Azelaic acid,DTXSID8021640,19347555,BDJRBEYXGGNYIS-UHFFFAOYSA-N,41.13,mg/L,GOOD,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3010,Valsartan,DTXSID6023735,60846,ACWBQPMHZXGDFX-QFIPXVFZSA-N,1.525,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3011,Diphenylamine,DTXSID4021975,11487,DMBHHRLKUKUOEG-UHFFFAOYSA-N,5.95,mg/L,EXPERIMENTAL,3,"OPERA 2.7, QSARr",2.2,mg/L,3.075,mg/L,3,3,"OPERA 2.7, QSARr",5
ID_3012,Norfentanyl,DTXSID2057657,259381,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,9.034,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3013,alpha-Methylfentanyl,DTXSID60273955,62281,NGTVDHYUFBKWID-UHFFFAOYSA-N,1.587,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3014,Fentanyl,DTXSID9023049,3345,PJMPHNIQZUBGLI-UHFFFAOYSA-N,1.759,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3015,Thidiazuron,DTXSID0032651,40087,HFCYZXMHUIHAQI-UHFFFAOYSA-N,6.893,mg/L,LOW,3,"OPERA 2.7, QSARr",20.3,mg/L,27.97,mg/L,2,2,"OPERA 2.7, QSARr",3
ID_3016,N-Phenyl-1-naphthylamine,DTXSID2025892,7013,XQVWYOYUZDUNRW-UHFFFAOYSA-N,0.5146,mg/L,EXPERIMENTAL,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3017,Prochloraz,DTXSID4024270,73665,TVLSRXXIMLFWEO-UHFFFAOYSA-N,1.242,mg/L,LOW,3,"OPERA 2.7, QSARr",1.73,mg/L,2.086,mg/L,3,3,"OPERA 2.7, QSARr",3
ID_3018,Prochloraz BTS44596,DTXSID10363092,1475957,MPNJTIZLDHWBFX-UHFFFAOYSA-N,1.014,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3019,Terodiline,DTXSID60860001,23480,UISARWKNNNHPGI-UHFFFAOYSA-N,0.6109,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3020,Methoxyfenozide,DTXSID3032628,105010,QCAWEPFNJXQPAN-UHFFFAOYSA-N,1.069,mg/L,LOW,3,"OPERA 2.7, QSARr",2.94,mg/L,3.698,mg/L,2,2,"OPERA 2.7, QSARr",3
ID_3021,Chromafenozide,DTXSID4057976,10157484,HPNSNYBUADCFDR-UHFFFAOYSA-N,0.8906,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3022,Tebufenozide,DTXSID4034948,91773,QYPNKSZPJQQLRK-UHFFFAOYSA-N,0.7212,mg/L,LOW,3,"OPERA 2.7, QSARr",0.948,mg/L,2.265,mg/L,0,0,"OPERA 2.7, QSARr",3
ID_3023,Diafenthiuron,DTXSID1041845,3034380,WOWBFOBYOAGEEA-UHFFFAOYSA-N,0.6708,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3024,Dichlofenthion,DTXSID8040274,7328,WGOWCPGHOCIHBW-UHFFFAOYSA-N,1.04,mg/L,LOW,0,"OPERA 2.7, QSARr",1.24,mg/L,5.197,mg/L,0,0,"OPERA 2.7, QSARr",11
ID_3025,Prothiofos,DTXSID8042349,36870,FITIWKDOCAUBQD-UHFFFAOYSA-N,0.7183,mg/L,LOW,0,"OPERA 2.7, QSARr",2.4,mg/L,6.294,mg/L,0,0,"OPERA 2.7, QSARr",5
ID_3026,Tolclofos-methyl,DTXSID0034776,91664,OBZIQQJJIKNWNO-UHFFFAOYSA-N,1.196,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3027,Dicapthon,DTXSID0041850,17168,OTKXWJHPGBRXCR-UHFFFAOYSA-N,1.37,mg/L,LOW,3,"OPERA 2.7, QSARr",1.6,mg/L,1.6,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_3028,Tebupirimfos,DTXSID1032482,93516,AWYOMXWDGWUJHS-UHFFFAOYSA-N,4.501,mg/L,LOW,3,"OPERA 2.7, QSARr",0.04395,mg/L,0.2753,mg/L,3,3,"OPERA 2.7, QSARr",4
ID_3029,Coumaphos,DTXSID2020347,2871,BXNANOICGRISHX-UHFFFAOYSA-N,1.827,mg/L,LOW,2,"OPERA 2.7, QSARr",0.18,mg/L,2.584,mg/L,3,2,"OPERA 2.7, QSARr",44
ID_3030,Chlorthion,DTXSID9041784,10372,NZNRRXXETLSZRO-UHFFFAOYSA-N,1.37,mg/L,LOW,3,"OPERA 2.7, QSARr",0.752,mg/L,2.071,mg/L,3,3,"OPERA 2.7, QSARr",13
ID_3031,Pyributicarb,DTXSID2058209,93486,VTRWMTJQBQJKQH-UHFFFAOYSA-N,1.157,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3032,Bromofos,DTXSID1041683,16422,NYQDCVLCJXRDSK-UHFFFAOYSA-N,1.118,mg/L,LOW,2,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3033,Leptophos,DTXSID3040279,30709,CVRALZAYCYJELZ-UHFFFAOYSA-N,0.6735,mg/L,LOW,0,"OPERA 2.7, QSARr",0.01045,mg/L,0.257,mg/L,3,0,"OPERA 2.7, QSARr",40
ID_3034,Profenofos,DTXSID3032464,38779,QYMMJNLHFKGANY-UHFFFAOYSA-N,0.7767,mg/L,LOW,3,"OPERA 2.7, QSARr",0.0135,mg/L,0.06116,mg/L,3,3,"OPERA 2.7, QSARr",34
ID_3035,Cyanophos,DTXSID0041806,17522,SCKHCCSZFPSHGR-UHFFFAOYSA-N,5.568,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3036,Cyanofenphos,DTXSID5041805,25669,LRNJHZNPJSPMGK-UHFFFAOYSA-N,1.423,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3037,L-Thyroxine,DTXSID8023214,25201348,XUIIKFGFIJCVMT-LBPRGKRZSA-N,2.297,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3038,Pyridate,DTXSID2032639,41463,JTZCTMAVMHRNTR-UHFFFAOYSA-N,0.6601,mg/L,LOW,3,"OPERA 2.7, QSARr",0.39,mg/L,0.911,mg/L,3,3,"OPERA 2.7, QSARr",3
ID_3039,Etrimfos,DTXSID7041964,37995,FGIWFCGDPUIBEZ-UHFFFAOYSA-N,5.234,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3040,Sulfotepp,DTXSID7024328,19395,XIUROWKZWPIAIB-UHFFFAOYSA-N,12,mg/L,LOW,3,"OPERA 2.7, QSARr",0.00172,mg/L,0.3622,mg/L,3,3,"OPERA 2.7, QSARr",13
ID_3041,Ethion,DTXSID2024086,3286,RIZMRRKBZQXFOY-UHFFFAOYSA-N,4.192,mg/L,LOW,2,"OPERA 2.7, QSARr",0.06925,mg/L,0.4534,mg/L,3,3,"OPERA 2.7, QSARr",46
ID_3042,Temephos,DTXSID1032484,5392,WWJZWCUNLNYYAU-UHFFFAOYSA-N,1.405,mg/L,LOW,0,"OPERA 2.7, QSARr",0.9355,mg/L,6.35,mg/L,0,0,"OPERA 2.7, QSARr",114
ID_3043,Aspon,DTXSID6032510,18609,IIDFEIDMIKSJSV-UHFFFAOYSA-N,4.127,mg/L,LOW,3,"OPERA 2.7, QSARr",0.0832,mg/L,0.4789,mg/L,3,3,"OPERA 2.7, QSARr",7
ID_3044,"O,O,O-Triethyl phosphorothioate",DTXSID7059567,31354,QTPJMTACJMLPLL-UHFFFAOYSA-N,15.95,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3045,Ditalimfos,DTXSID3041902,21207,MTBZIGHNGSTDJV-UHFFFAOYSA-N,4.581,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3046,Triazophos,DTXSID9037612,32184,AMFGTOFWMRQMEM-UHFFFAOYSA-N,3.77,mg/L,LOW,3,"OPERA 2.7, QSARr",0.5215,mg/L,1.534,mg/L,3,3,"OPERA 2.7, QSARr",8
ID_3047,Chlorpyrifos,DTXSID4020458,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,1.013,mg/L,LOW,3,"OPERA 2.7, QSARr",9.21e-4,mg/L,0.02299,mg/L,3,3,"OPERA 2.7, QSARr",208
ID_3048,Parathion,DTXSID7021100,991,LCCNCVORNKJIRZ-UHFFFAOYSA-N,4.184,mg/L,LOW,3,"OPERA 2.7, QSARr",0.036,mg/L,0.9506,mg/L,3,3,"OPERA 2.7, QSARr",199
ID_3049,Isoxathion,DTXSID0042080,29307,SDMSCIWHRZJSRN-UHFFFAOYSA-N,2.573,mg/L,LOW,2,"OPERA 2.7, QSARr",1.3,mg/L,1.3,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_3050,Pyridaphenthion,DTXSID2042355,8381,CXJSOEPQXUCJSA-UHFFFAOYSA-N,2.523,mg/L,LOW,3,"OPERA 2.7, QSARr",7.625,mg/L,8.66,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_3051,Fensulfothion,DTXSID6021953,8292,XDNBJTQLKCIJBV-UHFFFAOYSA-N,4.221,mg/L,LOW,3,"OPERA 2.7, QSARr",0.0555,mg/L,0.1771,mg/L,3,3,"OPERA 2.7, QSARr",11
ID_3052,Fensulfothion sulfone,DTXSID80162079,26595,VTFZEBCYVXMEBB-UHFFFAOYSA-N,3.311,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3053,Diazinon,DTXSID9020407,3017,FHIVAFMUCKRCQO-UHFFFAOYSA-N,6.168,mg/L,LOW,3,"OPERA 2.7, QSARr",0.12,mg/L,2.891,mg/L,3,3,"OPERA 2.7, QSARr",251
ID_3054,Thionazin,DTXSID8042470,9272,IRVDMKJLOCGUBJ-UHFFFAOYSA-N,17.03,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3055,Quinalphos,DTXSID7024291,26124,JYQUHIFYBATCCY-UHFFFAOYSA-N,3.707,mg/L,LOW,3,"OPERA 2.7, QSARr",1.168,mg/L,1.211,mg/L,3,3,"OPERA 2.7, QSARr",6
ID_3056,Terbufos sulfoxide,DTXSID6042444,25355,KKOYBOFPUBHPFO-UHFFFAOYSA-N,7.29,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3057,Terbufos sulfone,DTXSID1042443,41718,DWZSTEUTHNUVQD-UHFFFAOYSA-N,5.222,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3058,Azinphos-ethyl,DTXSID5037498,17531,RQVGAIADHNPSME-UHFFFAOYSA-N,2.116,mg/L,LOW,3,"OPERA 2.7, QSARr",0.00137,mg/L,0.008866,mg/L,3,3,"OPERA 2.7, QSARr",7
ID_3059,Phorate,DTXSID4032459,4790,BULVZWIRKLYCBC-UHFFFAOYSA-N,7.568,mg/L,LOW,3,"OPERA 2.7, QSARr",0.00106,mg/L,0.009243,mg/L,3,3,"OPERA 2.7, QSARr",45
ID_3060,Phorate oxon,DTXSID4037586,75780,FMXFZNGITFNSAG-UHFFFAOYSA-N,18.89,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_3061,Disulfoton,DTXSID0022018,3118,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,5.731,mg/L,LOW,3,"OPERA 2.7, QSARr",0.0691,mg/L,1.66,mg/L,3,3,"OPERA 2.7, QSARr",58
ID_3062,"O,O-Dimethyldithiophosphate",DTXSID5027306,12959,CZGGKXNYNPJFAX-UHFFFAOYSA-N,20.47,mg/L,LOW,3,"OPERA 2.7, QSARr",23.5,mg/L,23.5,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_3063,Fenchlorphos,DTXSID2034885,9298,JHJOOSLFWRRSGU-UHFFFAOYSA-N,0.8938,mg/L,LOW,3,"OPERA 2.7, QSARr",0.314,mg/L,0.9319,mg/L,3,3,"OPERA 2.7, QSARr",33
ID_3064,Chlorpyrifos-methyl,DTXSID6032352,21803,HRBKVYFZANMGRE-UHFFFAOYSA-N,1.211,mg/L,LOW,3,"OPERA 2.7, QSARr",0.105,mg/L,0.5312,mg/L,3,3,"OPERA 2.7, QSARr",26
ID_3065,Fenitrothion,DTXSID4032613,31200,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,2.975,mg/L,LOW,3,"OPERA 2.7, QSARr",1.165,mg/L,3.157,mg/L,3,3,"OPERA 2.7, QSARr",454
ID_3066,Methyl parathion,DTXSID1020855,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,3.604,mg/L,LOW,3,"OPERA 2.7, QSARr",0.01267,mg/L,3.4,mg/L,3,3,"OPERA 2.7, QSARr",137
